Month,y,y_lag_1,y_lag_2,y_lag_3,y_lag_4,y_lag_5,y_lag_6,y_lag_12,y_lag_13,y_lag_14,y_lag_15,y_lag_16,y_lag_17,y_rolling_3_mean,y_rolling_3_std,y_rolling_6_mean,y_rolling_6_std,y_rolling_9_mean,y_rolling_9_std,y_rolling_12_mean,y_rolling_12_std,y_ewma_alpha_0.3,y_ewma_alpha_0.5,y_ewma_alpha_0.8,Month_Month,Month_Quarter,Month_Is_quarter_end,Month_Is_quarter_start,Month_Is_year_end,Month_Is_year_start,Month_Elapsed,Month_Month_sin_1,Month_Month_sin_2,Month_Month_sin_3,Month_Month_sin_4,Month_Month_sin_5,Month_Month_sin_6,Month_Month_cos_1,Month_Month_cos_2,Month_Month_cos_3,Month_Month_cos_4,Month_Month_cos_5,Month_Month_cos_6,Month_Quarter_sin_1,Month_Quarter_sin_2,Month_Quarter_sin_3,Month_Quarter_sin_4,Month_Quarter_sin_5,Month_Quarter_sin_6,Month_Quarter_cos_1,Month_Quarter_cos_2,Month_Quarter_cos_3,Month_Quarter_cos_4,Month_Quarter_cos_5,Month_Quarter_cos_6,type
1989-12-01,2146.607,1389.096,1174.531,1165.577,1304.54,1306.469,1161.353,1780.013,1321.197,1130.472,1101.053,1357.804,1298.35,1243.068,126.54318,1250.261,96.11634,1310.1299,196.46802,1452.022,309.7191,1294.0917488857629,1295.7631594426869,1346.8970597953069,12,4,0,0,0,0,628473600,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-4.7773603e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1990-01-01,2039.103,2146.607,1389.096,1174.531,1165.577,1304.54,1306.469,1986.843,1780.013,1321.197,1130.472,1101.053,1357.804,1570.078,510.68463,1414.47,368.76434,1350.9297,310.90332,1482.5715,359.1475,1549.846324220034,1721.1850797213433,1986.6650119590615,1,1,0,1,0,1,631152000,0.5,0.8660254,1.0,0.8660254,0.5,1.2246469e-16,0.8660254,0.5,6.123234e-17,-0.5,-0.8660254,-1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1990-02-01,1658.451,2039.103,2146.607,1389.096,1174.531,1165.577,1304.54,1866.239,1986.843,1780.013,1321.197,1130.472,1101.053,1858.2687,409.8555,1536.5757,440.22247,1428.4769,386.11078,1486.9265,366.0683,1696.6233269540237,1880.1440398606717,2028.6154023918123,2,1,0,0,0,0,633830400,0.8660254,0.8660254,1.2246469e-16,-0.8660254,-0.8660254,-2.4492937e-16,0.5,-0.5,-1.0,-0.5,0.5,1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1990-03-01,1568.834,1658.451,2039.103,2146.607,1389.096,1174.531,1165.577,1779.409,1866.239,1986.843,1780.013,1321.197,1130.472,1948.0537,256.49866,1595.5608,426.40747,1482.8585,379.4081,1469.6108,351.10355,1685.1716288678165,1769.297519930336,1732.4838804783624,3,1,0,0,0,0,636249600,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,1.1943401e-15,-1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1990-04-01,1298.758,1568.834,1658.451,2039.103,2146.607,1389.096,1174.531,1341.178,1779.409,1866.239,1986.843,1780.013,1321.197,1755.4626,249.69318,1662.7704,373.5886,1528.1343,360.06616,1452.0629,339.27542,1650.2703402074715,1669.0657599651681,1601.5639760956726,4,2,0,1,0,0,638928000,0.8660254,-0.8660254,-2.4492937e-16,0.8660254,-0.8660254,-4.8985874e-16,-0.5,-0.5,1.0,-0.5,-0.5,1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1990-05-01,1137.206,1298.758,1568.834,1658.451,2039.103,2146.607,1389.096,1169.016,1341.178,1779.409,1866.239,1986.843,1780.013,1508.681,187.23929,1683.4749,343.33582,1527.2775,360.6682,1448.528,340.75357,1544.81663814523,1483.9118799825842,1359.3191952191344,5,2,0,0,0,0,641520000,0.5,-0.8660254,1.0,-0.8660254,0.5,2.3886801e-15,-0.8660254,0.5,1.1943401e-15,-0.5,0.8660254,-1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1990-06-01,1184.973,1137.206,1298.758,1568.834,1658.451,2039.103,2146.607,1161.353,1169.016,1341.178,1779.409,1866.239,1986.843,1334.9326,218.07599,1641.4932,397.63638,1508.6848,377.5058,1445.8771,343.2403,1422.533446701661,1310.558939991292,1181.6286390438268,6,2,0,0,0,0,644198400,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,2.3886801e-15,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1990-07-01,1319.241,1184.973,1137.206,1298.758,1568.834,1658.451,2039.103,1306.469,1161.353,1169.016,1341.178,1779.409,1866.239,1206.979,82.99374,1481.2208,343.43,1510.8398,375.35144,1447.8455,341.5238,1351.2653126911628,1247.765969995646,1184.3041278087653,7,3,0,1,0,0,646790400,-0.5,0.8660254,-1.0,0.8660254,-0.5,8.5725277e-16,-0.8660254,0.5,-4.2862639e-16,-0.5,0.8660254,-1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1990-08-01,1306.535,1319.241,1184.973,1137.206,1298.758,1568.834,1658.451,1304.54,1306.469,1161.353,1169.016,1341.178,1779.409,1213.8066,94.38072,1361.2438,208.97792,1526.9188,362.00644,1448.9098,341.06274,1341.6580188838138,1283.5034849978229,1292.253625561753,8,3,0,0,0,0,649468800,-0.8660254,0.8660254,-4.8985874e-16,-0.8660254,0.8660254,-9.797175e-16,-0.5,-0.5,1.0,-0.5,-0.5,1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1990-09-01,1199.3,1306.535,1319.241,1184.973,1137.206,1298.758,1568.834,1165.577,1304.54,1306.469,1161.353,1169.016,1341.178,1270.2496,74.12451,1302.5912,149.91931,1517.7454,366.94785,1449.076,340.98645,1331.1211132186695,1295.0192424989114,1303.6787251123505,9,3,0,0,0,0,652147200,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,8.5787174e-16,-1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1990-10-01,1151.258,1199.3,1306.535,1319.241,1184.973,1137.206,1298.758,1174.531,1165.577,1304.54,1306.469,1161.353,1169.016,1275.0254,65.88706,1241.0022,76.68584,1412.489,292.2833,1451.8862,338.56796,1291.5747792530685,1247.1596212494555,1220.17574502247,10,4,0,1,0,0,654739200,-0.8660254,-0.8660254,2.3886801e-15,0.8660254,0.8660254,-4.7773603e-15,0.5,-0.5,-1.0,-0.5,0.5,1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1990-11-01,1296.228,1151.258,1199.3,1306.535,1319.241,1184.973,1137.206,1389.096,1174.531,1165.577,1304.54,1306.469,1161.353,1219.031,79.49667,1216.4188,78.09715,1313.8396,184.20345,1449.9468,340.36307,1249.4797454771478,1199.208810624728,1165.041549004494,11,4,0,0,0,0,657417600,-0.5,-0.8660254,-1.0,-0.8660254,-0.5,4.899825e-15,0.8660254,0.5,-2.4499126e-15,-0.5,-0.8660254,-1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1990-12-01,1772.441,1296.228,1151.258,1199.3,1306.535,1319.241,1184.973,2146.607,1389.096,1174.531,1165.577,1304.54,1306.469,1215.5953,73.84598,1242.9225,72.630554,1273.5925,131.53992,1442.2079,342.91864,1263.5042218340034,1247.718405312364,1269.990709800899,12,4,0,0,0,0,660009600,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-4.7773603e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1991-01-01,2161.278,1772.441,1296.228,1151.258,1199.3,1306.535,1319.241,2039.103,2146.607,1389.096,1174.531,1165.577,1304.54,1406.6423,324.9778,1340.8339,221.7602,1296.2156,192.19067,1411.0273,285.20078,1416.1852552838022,1510.079702656182,1671.9509419601798,1,1,0,1,0,1,662688000,0.5,0.8660254,1.0,0.8660254,0.5,1.2246469e-16,0.8660254,0.5,6.123234e-17,-0.5,-0.8660254,-1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1991-02-01,1701.03,2161.278,1772.441,1296.228,1151.258,1199.3,1306.535,1658.451,2039.103,2146.607,1389.096,1174.531,1165.577,1743.3157,433.25983,1481.1733,400.0948,1392.0511,346.6202,1421.2086,310.70117,1639.7130786986613,1835.6788513280908,2063.4125883920356,2,1,0,0,0,0,665366400,0.8660254,0.8660254,1.2246469e-16,-0.8660254,-0.8660254,-2.4492937e-16,0.5,-0.5,-1.0,-0.5,0.5,1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1991-03-01,1613.391,1701.03,2161.278,1772.441,1296.228,1151.258,1199.3,1568.834,1658.451,2039.103,2146.607,1389.096,1174.531,1878.2496,247.69672,1546.9225,398.0653,1454.6982,345.75363,1424.7568,313.88364,1658.1081550890628,1768.3544256640453,1773.5065176784071,3,1,0,0,0,0,667785600,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,1.1943401e-15,-1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1991-04-01,1271.046,1613.391,1701.03,2161.278,1772.441,1296.228,1151.258,1298.758,1568.834,1658.451,2039.103,2146.607,1389.096,1825.233,294.304,1615.9376,359.7994,1502.3002,333.24216,1428.47,315.99936,1644.693008562344,1690.8727128320227,1645.4141035356815,4,2,0,1,0,0,670464000,0.8660254,-0.8660254,-2.4492937e-16,0.8660254,-0.8660254,-4.8985874e-16,-0.5,-0.5,1.0,-0.5,-0.5,1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1991-05-01,1174.049,1271.046,1613.391,1701.03,2161.278,1772.441,1296.228,1137.206,1298.758,1568.834,1658.451,2039.103,2146.607,1528.489,227.21756,1635.9023,331.0316,1496.9452,336.91846,1426.1605,317.1327,1532.5989059936405,1480.9593564160114,1345.9196207071363,5,2,0,0,0,0,673056000,0.5,-0.8660254,1.0,-0.8660254,0.5,2.3886801e-15,-0.8660254,0.5,1.1943401e-15,-0.5,0.8660254,-1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1991-06-01,1214.612,1174.049,1271.046,1613.391,1701.03,2161.278,1772.441,1184.973,1137.206,1298.758,1568.834,1658.451,2039.103,1352.8286,230.80652,1615.5392,358.70642,1482.2246,348.95703,1429.2308,314.24612,1425.0339341955482,1327.5041782080057,1208.4231241414273,6,2,0,0,0,0,675734400,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,2.3886801e-15,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1991-07-01,1370.797,1214.612,1174.049,1271.046,1613.391,1701.03,2161.278,1319.241,1184.973,1137.206,1298.758,1568.834,1658.451,1219.9023,48.714424,1522.5676,381.47443,1483.9259,347.43924,1431.7008,312.262,1361.9073539368837,1271.0580891040029,1213.3742248282856,7,3,0,1,0,0,678326400,-0.5,0.8660254,-1.0,0.8660254,-0.5,8.5725277e-16,-0.8660254,0.5,-4.2862639e-16,-0.5,0.8660254,-1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1991-08-01,1322.906,1370.797,1214.612,1174.049,1271.046,1613.391,1701.03,1306.535,1319.241,1184.973,1137.206,1298.758,1568.834,1253.1527,103.88206,1390.8208,218.4279,1508.3191,328.3457,1435.9971,310.92584,1364.5742477558185,1320.9275445520016,1339.312444965657,8,3,0,0,0,0,681004800,-0.8660254,0.8660254,-4.8985874e-16,-0.8660254,0.8660254,-9.797175e-16,-0.5,-0.5,1.0,-0.5,-0.5,1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1991-09-01,1167.891,1322.906,1370.797,1214.612,1174.049,1271.046,1613.391,1199.3,1306.535,1319.241,1184.973,1137.206,1298.758,1302.7716,80.01551,1327.8002,156.91196,1511.2833,326.30573,1437.3613,310.34152,1352.0737734290728,1321.9167722760008,1326.1872889931315,9,3,0,0,0,0,683683200,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,8.5787174e-16,-1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1991-10-01,1158.509,1167.891,1322.906,1370.797,1214.612,1174.049,1271.046,1151.258,1199.3,1306.535,1319.241,1184.973,1137.206,1287.198,106.06134,1253.5502,82.50729,1444.1111,328.04526,1434.7439,312.6557,1296.818941400351,1244.9038861380004,1199.5502577986263,10,4,0,1,0,0,686275200,-0.8660254,-0.8660254,2.3886801e-15,0.8660254,0.8660254,-4.7773603e-15,0.5,-0.5,-1.0,-0.5,0.5,1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1991-11-01,1448.293,1158.509,1167.891,1322.906,1370.797,1214.612,1174.049,1296.228,1151.258,1199.3,1306.535,1319.241,1184.973,1216.4353,92.325554,1234.794,90.17008,1332.6924,198.87885,1435.3481,312.06445,1255.3259589802456,1201.7064430690002,1166.7172515597254,11,4,0,0,0,0,688953600,-0.5,-0.8660254,-1.0,-0.8660254,-0.5,4.899825e-15,0.8660254,0.5,-2.4499126e-15,-0.5,-0.8660254,-1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1991-12-01,1815.765,1448.293,1158.509,1167.891,1322.906,1370.797,1214.612,1772.441,1296.228,1151.258,1199.3,1306.535,1319.241,1258.231,164.66536,1280.5013,118.330154,1304.6105,152.89536,1448.0203,308.97375,1313.2160712861719,1324.9997215345002,1391.9778503119448,12,4,0,0,0,0,691545600,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-4.7773603e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1992-01-01,2065.181,1815.765,1448.293,1158.509,1167.891,1322.906,1370.797,2161.278,1772.441,1296.228,1151.258,1199.3,1306.535,1474.189,329.39233,1380.6935,241.6382,1327.0964,208.68604,1451.6306,313.3316,1463.9807499003202,1570.3823607672502,1731.007570062389,1,1,0,1,0,1,694224000,0.5,0.8660254,1.0,0.8660254,0.5,1.2246469e-16,0.8660254,0.5,6.123234e-17,-0.5,-0.8660254,-1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1992-02-01,1779.268,2065.181,1815.765,1448.293,1158.509,1167.891,1322.906,1701.03,2161.278,1772.441,1296.228,1151.258,1199.3,1776.413,310.321,1496.4242,368.78415,1415.3336,320.1472,1443.6226,294.18896,1644.340824930224,1817.7816803836251,1998.3463140124777,2,1,0,0,0,0,696902400,0.8660254,0.8660254,1.2246469e-16,-0.8660254,-0.8660254,-2.4492937e-16,0.5,-0.5,-1.0,-0.5,0.5,1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1992-03-01,1612.03,1779.268,2065.181,1815.765,1448.293,1158.509,1167.891,1613.391,1701.03,2161.278,1772.441,1296.228,1151.258,1886.738,155.60988,1572.4845,372.87793,1482.5802,326.62762,1450.1423,301.19577,1684.8189774511566,1798.5248401918125,1823.0836628024956,3,1,0,0,0,0,699408000,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,1.1943401e-15,-1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1992-04-01,1359.59,1612.03,1779.268,2065.181,1815.765,1448.293,1158.509,1271.046,1613.391,1701.03,2161.278,1772.441,1296.228,1818.8263,229.15083,1646.5077,316.28506,1526.7378,312.42722,1450.0289,301.12897,1662.9822842158094,1705.277420095906,1654.240732560499,4,2,0,1,0,0,702086400,0.8660254,-0.8660254,-2.4492937e-16,0.8660254,-0.8660254,-4.8985874e-16,-0.5,-0.5,1.0,-0.5,-0.5,1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1992-05-01,1138.553,1359.59,1612.03,1779.268,2065.181,1815.765,1448.293,1174.049,1271.046,1613.391,1701.03,2161.278,1772.441,1583.6293,211.27554,1680.0211,259.8543,1525.4926,313.14792,1457.4076,297.4064,1571.9645989510664,1532.433710047953,1418.5201465120997,5,2,0,0,0,0,704678400,0.5,-0.8660254,1.0,-0.8660254,0.5,2.3886801e-15,-0.8660254,0.5,1.1943401e-15,-0.5,0.8660254,-1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1992-06-01,1122.959,1138.553,1359.59,1612.03,1779.268,2065.181,1815.765,1214.612,1174.049,1271.046,1613.391,1701.03,2161.278,1370.0576,236.912,1628.3978,334.9989,1505.0089,333.4287,1454.4496,300.63983,1441.9411192657465,1335.4933550239766,1194.54642930242,6,2,0,0,0,0,707356800,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,2.3886801e-15,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1992-07-01,1310.574,1122.959,1138.553,1359.59,1612.03,1779.268,2065.181,1370.797,1214.612,1174.049,1271.046,1613.391,1701.03,1207.034,132.34724,1512.9302,374.56284,1500.0165,339.39044,1446.8119,308.3521,1346.2464834860225,1229.2261775119882,1137.2764858604842,7,3,0,1,0,0,709948800,-0.5,0.8660254,-1.0,0.8660254,-0.5,8.5725277e-16,-0.8660254,0.5,-4.2862639e-16,-0.5,0.8660254,-1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1992-08-01,1256.084,1310.574,1122.959,1138.553,1359.59,1612.03,1779.268,1322.906,1370.797,1214.612,1174.049,1271.046,1613.391,1190.6953,104.110344,1387.1624,261.7435,1516.9126,323.68558,1441.7932,310.1864,1335.5447384402157,1269.9000887559941,1275.9144971720968,8,3,0,0,0,0,712627200,-0.8660254,0.8660254,-4.8985874e-16,-0.8660254,0.8660254,-9.797175e-16,-0.5,-0.5,1.0,-0.5,-0.5,1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1992-09-01,1162.736,1256.084,1310.574,1122.959,1138.553,1359.59,1612.03,1167.891,1322.906,1370.797,1214.612,1174.049,1271.046,1229.8723,96.51495,1299.965,179.0881,1495.556,334.92474,1436.2247,313.1008,1311.706516908151,1262.992044377997,1260.0500994344195,9,3,0,0,0,0,715305600,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,8.5787174e-16,-1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1992-10-01,1171.129,1162.736,1256.084,1310.574,1122.959,1138.553,1359.59,1158.509,1167.891,1322.906,1370.797,1214.612,1174.049,1243.1313,74.76528,1225.0826,98.14867,1422.9972,327.538,1435.7952,313.5057,1267.0153618357056,1212.8640221889987,1182.198819886884,10,4,0,1,0,0,717897600,-0.8660254,-0.8660254,2.3886801e-15,0.8660254,0.8660254,-4.7773603e-15,0.5,-0.5,-1.0,-0.5,0.5,1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1992-11-01,1416.97,1171.129,1162.736,1256.084,1310.574,1122.959,1138.553,1448.293,1158.509,1167.891,1322.906,1370.797,1214.612,1196.6497,51.64243,1193.6725,73.57308,1323.6581,229.2576,1436.8468,312.51056,1238.2494532849937,1191.9965110944993,1173.3429639773767,11,4,0,0,0,0,720576000,-0.5,-0.8660254,-1.0,-0.8660254,-0.5,4.899825e-15,0.8660254,0.5,-2.4499126e-15,-0.5,-0.8660254,-1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1992-12-01,1961.895,1416.97,1171.129,1162.736,1256.084,1310.574,1122.959,1815.765,1448.293,1158.509,1167.891,1322.906,1370.797,1250.2783,144.4202,1240.0753,110.42578,1283.4028,160.86278,1434.2366,312.53708,1291.8656172994956,1304.4832555472497,1368.2445927954752,12,4,0,0,0,0,723168000,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-4.7773603e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1993-01-01,2117.041,1961.895,1416.97,1171.129,1162.736,1256.084,1310.574,2065.181,1815.765,1448.293,1158.509,1167.891,1322.906,1516.6647,404.69986,1379.898,300.32462,1322.2766,261.19196,1446.4141,331.05255,1492.874432109647,1633.189127773625,1843.164918559095,1,1,0,1,0,1,725846400,0.5,0.8660254,1.0,0.8660254,0.5,1.2246469e-16,0.8660254,0.5,6.123234e-17,-0.5,-0.8660254,-1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1993-02-01,1890.586,2117.041,1961.895,1416.97,1171.129,1162.736,1256.084,1779.268,2065.181,1815.765,1448.293,1158.509,1167.891,1831.9686,367.67578,1514.3092,419.7976,1406.4379,372.87396,1450.7357,340.07986,1680.1244024767527,1875.1150638868125,2062.265783711819,2,1,0,0,0,0,728524800,0.8660254,0.8660254,1.2246469e-16,-0.8660254,-0.8660254,-2.4492937e-16,0.5,-0.5,-1.0,-0.5,0.5,1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1993-03-01,1851.594,1890.586,2117.041,1961.895,1416.97,1171.129,1162.736,1612.03,1779.268,2065.181,1815.765,1448.293,1158.509,1989.8407,115.78509,1620.0594,421.6528,1489.9971,389.2425,1460.0122,351.19272,1743.2628817337268,1882.8505319434062,1924.9219567423638,3,1,0,0,0,0,730944000,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,1.1943401e-15,-1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1993-04-01,1384.536,1851.594,1890.586,2117.041,1961.895,1416.97,1171.129,1359.59,1612.03,1779.268,2065.181,1815.765,1448.293,1953.0736,143.33199,1734.8691,361.75443,1570.9565,378.9992,1479.976,367.06998,1775.7622172136087,1867.222265971703,1866.2595913484727,4,2,0,1,0,0,733622400,0.8660254,-0.8660254,-2.4492937e-16,0.8660254,-0.8660254,-4.8985874e-16,-0.5,-0.5,1.0,-0.5,-0.5,1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1993-05-01,1114.268,1384.536,1851.594,1890.586,2117.041,1961.895,1416.97,1138.553,1359.59,1612.03,1779.268,2065.181,1815.765,1708.9053,281.5878,1770.437,300.55655,1579.1746,373.4081,1482.0548,366.3962,1658.3943520495259,1625.8791329858516,1480.8807182696946,5,2,0,0,0,0,736214400,0.5,-0.8660254,1.0,-0.8660254,0.5,2.3886801e-15,-0.8660254,0.5,1.1943401e-15,-0.5,0.8660254,-1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
