Month,y,y_lag_1,y_lag_2,y_lag_3,y_lag_4,y_lag_5,y_lag_6,y_lag_12,y_lag_13,y_lag_14,y_lag_15,y_lag_16,y_lag_17,y_rolling_3_mean,y_rolling_3_std,y_rolling_6_mean,y_rolling_6_std,y_rolling_9_mean,y_rolling_9_std,y_rolling_12_mean,y_rolling_12_std,y_ewma_alpha_0.3,y_ewma_alpha_0.5,y_ewma_alpha_0.8,Month_Month,Month_Quarter,Month_Is_quarter_end,Month_Is_quarter_start,Month_Is_year_end,Month_Is_year_start,Month_Elapsed,Month_Month_sin_1,Month_Month_sin_2,Month_Month_sin_3,Month_Month_sin_4,Month_Month_sin_5,Month_Month_sin_6,Month_Month_cos_1,Month_Month_cos_2,Month_Month_cos_3,Month_Month_cos_4,Month_Month_cos_5,Month_Month_cos_6,Month_Quarter_sin_1,Month_Quarter_sin_2,Month_Quarter_sin_3,Month_Quarter_sin_4,Month_Quarter_sin_5,Month_Quarter_sin_6,Month_Quarter_cos_1,Month_Quarter_cos_2,Month_Quarter_cos_3,Month_Quarter_cos_4,Month_Quarter_cos_5,Month_Quarter_cos_6,type
1973-01-01,1957.641,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,94694400,0.5,0.8660254,1.0,0.8660254,0.5,1.2246469e-16,0.8660254,0.5,6.123234e-17,-0.5,-0.8660254,-1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1973-02-01,1712.143,1957.641,,,,,,,,,,,,,,,,,,,,1957.641,1957.641,1957.641,2,1,0,0,0,0,97372800,0.8660254,0.8660254,1.2246469e-16,-0.8660254,-0.8660254,-2.4492937e-16,0.5,-0.5,-1.0,-0.5,0.5,1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1973-03-01,1510.079,1712.143,1957.641,,,,,,,,,,,,,,,,,,,1883.9915999999998,1834.892,1761.2426,3,1,0,0,0,0,99792000,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,1.1943401e-15,-1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1973-04-01,1183.421,1510.079,1712.143,1957.641,,,,,,,,,,1726.621,224.13199,,,,,,,1771.8178199999998,1672.4855,1560.31172,4,2,0,1,0,0,102470400,0.8660254,-0.8660254,-2.4492937e-16,0.8660254,-0.8660254,-4.8985874e-16,-0.5,-0.5,1.0,-0.5,-0.5,1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1973-05-01,1006.326,1183.421,1510.079,1712.143,1957.641,,,,,,,,,1468.5476,266.7965,,,,,,,1595.2987739999996,1427.95325,1258.799144,5,2,0,0,0,0,105062400,0.5,-0.8660254,1.0,-0.8660254,0.5,2.3886801e-15,-0.8660254,0.5,1.1943401e-15,-0.5,0.8660254,-1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1973-06-01,914.949,1006.326,1183.421,1510.079,1712.143,1957.641,,,,,,,,1233.2754,255.55011,,,,,,,1418.6069417999997,1217.139625,1056.8206288000001,6,2,0,0,0,0,107740800,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,2.3886801e-15,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1973-07-01,961.872,914.949,1006.326,1183.421,1510.079,1712.143,1957.641,,,,,,,1034.8987,136.49762,1380.7599,413.63104,,,,,1267.5095592599996,1066.0443125,943.32332576,7,3,0,1,0,0,110332800,-0.5,0.8660254,-1.0,0.8660254,-0.5,8.5725277e-16,-0.8660254,0.5,-4.2862639e-16,-0.5,0.8660254,-1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1973-08-01,994.259,961.872,914.949,1006.326,1183.421,1510.079,1712.143,,,,,,,961.049,45.694057,1214.7983,326.45642,,,,,1175.8182914819997,1013.95815625,958.162265152,8,3,0,0,0,0,113011200,-0.8660254,0.8660254,-4.8985874e-16,-0.8660254,0.8660254,-9.797175e-16,-0.5,-0.5,1.0,-0.5,-0.5,1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1973-09-01,937.083,994.259,961.872,914.949,1006.326,1183.421,1510.079,,,,,,,957.0267,39.876396,1095.151,222.82817,,,,,1121.3505040373998,1004.108578125,987.0396530304001,9,3,0,0,0,0,115689600,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,8.5787174e-16,-1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1973-10-01,978.162,937.083,994.259,961.872,914.949,1006.326,1183.421,,,,,,,964.40466,28.672016,999.6517,96.29276,1241.9747,387.91116,,,1066.0702528261797,970.5957890625,947.07433060608,10,4,0,1,0,0,118281600,-0.8660254,-0.8660254,2.3886801e-15,0.8660254,0.8660254,-4.7773603e-15,0.5,-0.5,-1.0,-0.5,0.5,1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1973-11-01,1202.105,978.162,937.083,994.259,961.872,914.949,1006.326,,,,,,,969.83466,29.483591,965.44183,34.728203,1133.1438,286.05548,,,1039.6977769783257,974.37889453125,971.944466121216,11,4,0,0,0,0,120960000,-0.5,-0.8660254,-1.0,-0.8660254,-0.5,4.899825e-15,0.8660254,0.5,-2.4499126e-15,-0.5,-0.8660254,-1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1973-12-01,1538.568,1202.105,978.162,937.083,994.259,961.872,914.949,,,,,,,1039.1167,142.6386,998.07166,103.90375,1076.4729,192.10452,,,1088.419943884828,1088.241947265625,1156.0728932242432,12,4,0,0,0,0,123552000,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-4.7773603e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1974-01-01,1846.93,1538.568,1202.105,978.162,937.083,994.259,961.872,1957.641,,,,,,1239.6117,282.0794,1102.0082,234.26057,1079.6383,200.20634,1241.384,352.00085,1223.4643607193793,1313.4049736328125,1462.0689786448488,1,1,0,1,0,1,126230400,0.5,0.8660254,1.0,0.8660254,0.5,1.2246469e-16,0.8660254,0.5,6.123234e-17,-0.5,-0.8660254,-1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1974-02-01,1589.448,1846.93,1538.568,1202.105,978.162,937.083,994.259,1712.143,1957.641,,,,,1529.201,322.51453,1249.5178,368.53925,1153.3616,325.90457,1232.1581,332.42786,1410.5040525035654,1580.1674868164064,1769.9577957289698,2,1,0,0,0,0,128908800,0.8660254,0.8660254,1.2246469e-16,-0.8660254,-0.8660254,-2.4492937e-16,0.5,-0.5,-1.0,-0.5,0.5,1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1974-03-01,1451.073,1589.448,1846.93,1538.568,1202.105,978.162,937.083,1510.079,1712.143,1957.641,,,,1658.3153,165.31429,1348.716,366.18564,1218.1528,350.08588,1221.9335,317.8918,1464.1872367524957,1584.8077434082034,1625.549959145794,3,1,0,0,0,0,131328000,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,1.1943401e-15,-1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1974-04-01,1215.228,1451.073,1589.448,1846.93,1538.568,1202.105,978.162,1183.421,1510.079,1712.143,1957.641,,,1629.1504,200.89275,1434.381,305.7659,1277.7222,337.42844,1217.0164,313.45496,1460.2529657267469,1517.9403717041018,1485.968391829159,4,2,0,1,0,0,134006400,0.8660254,-0.8660254,-2.4492937e-16,0.8660254,-0.8660254,-4.8985874e-16,-0.5,-0.5,1.0,-0.5,-0.5,1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1974-05-01,1003.821,1215.228,1451.073,1589.448,1846.93,1538.568,1202.105,1006.326,1183.421,1510.079,1712.143,1957.641,,1418.583,189.21378,1473.892,244.1268,1305.8729,317.78052,1219.6669,313.27948,1386.7454760087228,1366.584185852051,1269.3760783658317,5,2,0,0,0,0,136598400,0.5,-0.8660254,1.0,-0.8660254,0.5,2.3886801e-15,-0.8660254,0.5,1.1943401e-15,-0.5,0.8660254,-1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1974-06-01,916.835,1003.821,1215.228,1451.073,1589.448,1846.93,1538.568,914.949,1006.326,1183.421,1510.079,1712.143,1957.641,1223.374,223.73724,1440.8447,296.15378,1306.9353,316.6223,1219.4581,313.43536,1271.868133206106,1185.2025929260255,1056.9320156731665,6,2,0,0,0,0,139276800,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,2.3886801e-15,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1974-07-01,992.665,916.835,1003.821,1215.228,1451.073,1589.448,1846.93,961.872,914.949,1006.326,1183.421,1510.079,1712.143,1045.2947,153.45894,1337.2225,357.53217,1304.6855,319.6364,1219.6154,313.26923,1165.3581932442742,1051.0187964630127,944.8544031346333,7,3,0,1,0,0,141868800,-0.5,0.8660254,-1.0,0.8660254,-0.5,8.5725277e-16,-0.8660254,0.5,-4.2862639e-16,-0.5,0.8660254,-1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1974-08-01,966.36,992.665,916.835,1003.821,1215.228,1451.073,1589.448,994.259,961.872,914.949,1006.326,1183.421,1510.079,971.107,47.33077,1194.845,274.38522,1306.297,317.81586,1222.1814,311.08453,1113.5502352709918,1021.8418982315063,983.1028806269267,8,3,0,0,0,0,144547200,-0.8660254,0.8660254,-4.8985874e-16,-0.8660254,0.8660254,-9.797175e-16,-0.5,-0.5,1.0,-0.5,-0.5,1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1974-09-01,901.7,966.36,992.665,916.835,1003.821,1215.228,1451.073,937.083,994.259,961.872,914.949,1006.326,1183.421,958.62,38.50296,1090.997,204.07042,1280.1031,336.63434,1219.8564,313.0409,1069.3931646896942,994.1009491157531,969.7085761253854,9,3,0,0,0,0,147225600,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,8.5787174e-16,-1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1974-10-01,992.604,901.7,966.36,992.665,916.835,1003.821,1215.228,978.162,937.083,994.259,961.872,914.949,1006.326,953.575,46.810787,999.4348,113.225914,1209.34,342.39954,1216.908,316.09824,1019.085215282786,947.9004745578766,915.3017152250771,10,4,0,1,0,0,149817600,-0.8660254,-0.8660254,2.3886801e-15,0.8660254,0.8660254,-4.7773603e-15,0.5,-0.5,-1.0,-0.5,0.5,1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1974-11-01,1148.216,992.604,901.7,966.36,992.665,916.835,1003.821,1202.105,978.162,937.083,994.259,961.872,914.949,953.5547,46.785324,962.3308,43.174675,1114.4149,249.31306,1218.1115,315.13263,1011.1408506979501,970.2522372789383,977.1435430450155,11,4,0,0,0,0,152496000,-0.5,-0.8660254,-1.0,-0.8660254,-0.5,4.899825e-15,0.8660254,0.5,-2.4499126e-15,-0.5,-0.8660254,-1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1974-12-01,1629.89,1148.216,992.604,901.7,966.36,992.665,916.835,1538.568,1202.105,978.162,937.083,994.259,961.872,1014.17334,124.6654,986.39667,87.95128,1065.3892,177.16884,1213.6207,315.76477,1052.263395488565,1059.2341186394692,1114.001508609003,12,4,0,0,0,0,155088000,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-4.7773603e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1975-01-01,1778.493,1629.89,1148.216,992.604,901.7,966.36,992.665,1846.93,1538.568,1202.105,978.162,937.083,994.259,1256.9033,332.25452,1105.2391,269.51096,1085.2577,228.43674,1221.2308,325.26575,1225.5513768419955,1344.5620593197345,1526.7123017218007,1,1,0,1,0,1,157766400,0.5,0.8660254,1.0,0.8660254,0.5,1.2246469e-16,0.8660254,0.5,6.123234e-17,-0.5,-0.8660254,-1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1975-02-01,1639.284,1778.493,1629.89,1148.216,992.604,901.7,966.36,1589.448,1846.93,1538.568,1202.105,978.162,937.083,1518.8663,329.47983,1236.2104,374.39487,1147.8427,325.1726,1215.5277,313.69168,1391.4338637893966,1561.5275296598672,1728.13686034436,2,1,0,0,0,0,160444800,0.8660254,0.8660254,1.2246469e-16,-0.8660254,-0.8660254,-2.4492937e-16,0.5,-0.5,-1.0,-0.5,0.5,1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1975-03-01,1559.255,1639.284,1778.493,1629.89,1148.216,992.604,901.7,1451.073,1589.448,1846.93,1538.568,1202.105,978.162,1682.5557,83.21683,1348.3645,378.16278,1218.4497,357.3867,1219.6808,319.37057,1465.7889046525775,1600.4057648299336,1657.054572068872,3,1,0,0,0,0,162864000,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,1.1943401e-15,-1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1975-04-01,1376.209,1559.255,1639.284,1778.493,1629.89,1148.216,992.604,1215.228,1451.073,1589.448,1846.93,1538.568,1202.105,1659.0106,110.942245,1457.957,312.39014,1289.8297,353.75183,1228.6959,327.90884,1493.828733256804,1579.8303824149668,1578.8149144137747,4,2,0,1,0,0,165542400,0.8660254,-0.8660254,-2.4492937e-16,0.8660254,-0.8660254,-4.8985874e-16,-0.5,-0.5,1.0,-0.5,-0.5,1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1975-05-01,1026.718,1376.209,1559.255,1639.284,1778.493,1629.89,1148.216,1003.821,1215.228,1451.073,1589.448,1846.93,1538.568,1524.916,134.85728,1521.8911,225.18517,1332.4457,336.14215,1242.111,330.58975,1458.5428132797629,1478.0196912074834,1416.730182882755,5,2,0,0,0,0,168134400,0.5,-0.8660254,1.0,-0.8660254,0.5,2.3886801e-15,-0.8660254,0.5,1.1943401e-15,-0.5,0.8660254,-1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1975-06-01,923.084,1026.718,1376.209,1559.255,1639.284,1778.493,1629.89,916.835,1003.821,1215.228,1451.073,1589.448,1846.93,1320.7273,270.56897,1501.6415,267.07483,1339.1521,328.43915,1244.019,329.1523,1328.9953692958338,1252.3688456037416,1104.720436576551,6,2,0,0,0,0,170812800,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,2.3886801e-15,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1975-07-01,980.968,923.084,1026.718,1376.209,1559.255,1639.284,1778.493,992.665,916.835,1003.821,1215.228,1451.073,1589.448,1108.6703,237.41884,1383.8405,343.9952,1341.5281,324.93762,1244.5398,328.59207,1207.2219585070836,1087.7264228018707,959.4112873153102,7,3,0,1,0,0,173404800,-0.5,0.8660254,-1.0,0.8660254,-0.5,8.5725277e-16,-0.8660254,0.5,-4.2862639e-16,-0.5,0.8660254,-1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1975-08-01,989.911,980.968,923.084,1026.718,1376.209,1559.255,1639.284,966.36,992.665,916.835,1003.821,1215.228,1451.073,976.92334,51.935257,1250.9197,313.75516,1340.2352,326.5188,1243.5651,329.4235,1139.3457709549584,1034.3472114009353,976.6566574630621,8,3,0,0,0,0,176083200,-0.8660254,0.8660254,-4.8985874e-16,-0.8660254,0.8660254,-9.797175e-16,-0.5,-0.5,1.0,-0.5,-0.5,1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1975-09-01,910.485,989.911,980.968,923.084,1026.718,1376.209,1559.255,901.7,966.36,992.665,916.835,1003.821,1215.228,964.65436,36.27759,1142.6908,260.47235,1322.6458,342.05032,1245.5277,327.68744,1094.515339668471,1012.1291057004676,987.2601314926123,9,3,0,0,0,0,178761600,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,8.5787174e-16,-1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1975-10-01,941.869,910.485,989.911,980.968,923.084,1026.718,1376.209,992.604,901.7,966.36,992.665,916.835,1003.821,960.45465,43.5054,1034.5625,172.90036,1242.7119,345.3187,1246.2598,326.85825,1039.3062377679296,961.3070528502337,925.8400262985224,10,4,0,1,0,0,181353600,-0.8660254,-0.8660254,2.3886801e-15,0.8660254,0.8660254,-4.7773603e-15,0.5,-0.5,-1.0,-0.5,0.5,1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1975-11-01,1069.879,941.869,910.485,989.911,980.968,923.084,1026.718,1148.216,992.604,901.7,966.36,992.665,916.835,947.4217,40.003082,962.1725,44.498444,1149.7537,291.46912,1242.0319,330.74258,1010.0750664375506,951.5880264251168,938.6632052597045,11,4,0,0,0,0,184032000,-0.5,-0.8660254,-1.0,-0.8660254,-0.5,4.899825e-15,0.8660254,0.5,-2.4499126e-15,-0.5,-0.8660254,-1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1975-12-01,1615.313,1069.879,941.869,910.485,989.911,980.968,923.084,1629.89,1148.216,992.604,901.7,966.36,992.665,974.07764,84.43732,969.366,58.351772,1086.4865,226.48106,1235.5038,333.52405,1028.0162465062854,1010.7335132125584,1043.6358410519408,12,4,0,0,0,0,186624000,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-4.7773603e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,-2.4492937e-16,-4.8985874e-16,-7.3478806e-16,-9.797175e-16,-1.2246468e-15,-1.4695761e-15,1.0,1.0,1.0,1.0,1.0,1.0,train
1976-01-01,2013.137,1615.313,1069.879,941.869,910.485,989.911,980.968,1778.493,1629.89,1148.216,992.604,901.7,966.36,1209.0204,357.63382,1084.7375,265.43045,1092.7151,241.3886,1234.289,331.98,1204.2052725543997,1313.0232566062791,1500.9775682103882,1,1,0,1,0,1,189302400,0.5,0.8660254,1.0,0.8660254,0.5,1.2246469e-16,0.8660254,0.5,6.123234e-17,-0.5,-0.8660254,-1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1976-02-01,1687.801,2013.137,1615.313,1069.879,941.869,910.485,989.911,1639.284,1778.493,1629.89,1148.216,992.604,901.7,1566.1096,473.55005,1256.7656,452.9596,1163.4849,385.33752,1253.8427,371.50504,1446.8847907880797,1663.0801283031396,1910.7051136420778,2,1,0,0,0,0,191980800,0.8660254,0.8660254,1.2246469e-16,-0.8660254,-0.8660254,-2.4492937e-16,0.5,-0.5,-1.0,-0.5,0.5,1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1976-03-01,1448.084,1687.801,2013.137,1615.313,1069.879,941.869,910.485,1559.255,1639.284,1778.493,1629.89,1148.216,992.604,1772.0836,211.88124,1373.0807,460.27536,1236.9386,417.66064,1257.8857,376.31403,1519.1596535516555,1675.4405641515698,1732.3818227284155,3,1,0,0,0,0,194486400,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,1.1943401e-15,-1.0,1.0,1.2246469e-16,-1.0,-2.4492937e-16,1.0,3.6739403e-16,6.123234e-17,-1.0,-1.8369701e-16,1.0,3.061617e-16,-1.0,train
1976-04-01,1164.986,1448.084,1687.801,2013.137,1615.313,1069.879,941.869,1376.209,1559.255,1639.284,1778.493,1629.89,1148.216,1716.3407,283.60556,1462.6805,400.68167,1295.2719,404.81107,1248.6215,369.52756,1497.836957486159,1561.762282075785,1504.943564545683,4,2,0,1,0,0,197164800,0.8660254,-0.8660254,-2.4492937e-16,0.8660254,-0.8660254,-4.8985874e-16,-0.5,-0.5,1.0,-0.5,-0.5,1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1976-05-01,1002.273,1164.986,1448.084,1687.801,2013.137,1615.313,1069.879,1026.718,1376.209,1559.255,1639.284,1778.493,1629.89,1433.6237,261.7073,1499.8667,349.80267,1315.7184,391.37592,1231.0195,367.92477,1397.9816702403114,1363.3741410378925,1232.9775129091367,5,2,0,0,0,0,199756800,0.5,-0.8660254,1.0,-0.8660254,0.5,2.3886801e-15,-0.8660254,0.5,1.1943401e-15,-0.5,0.8660254,-1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1976-06-01,947.705,1002.273,1164.986,1448.084,1687.801,2013.137,1615.313,923.084,1026.718,1376.209,1559.255,1639.284,1778.493,1205.1144,225.59825,1488.599,367.08524,1317.0919,390.1092,1228.9825,369.22415,1279.2690691682178,1182.8235705189463,1048.4139025818274,6,2,0,0,0,0,202435200,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,2.3886801e-15,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.2246469e-16,-2.4492937e-16,3.6739403e-16,-4.8985874e-16,6.123234e-16,-7.3478806e-16,-1.0,1.0,-1.0,1.0,-1.0,1.0,train
1976-07-01,988.055,947.705,1002.273,1164.986,1448.084,1687.801,2013.137,980.968,923.084,1026.718,1376.209,1559.255,1639.284,1038.3213,113.03703,1377.331,418.56525,1321.2274,385.42917,1231.0343,367.43384,1179.7998484177524,1065.2642852594731,967.8467805163655,7,3,0,1,0,0,205027200,-0.5,0.8660254,-1.0,0.8660254,-0.5,8.5725277e-16,-0.8660254,0.5,-4.2862639e-16,-0.5,0.8660254,-1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1976-08-01,981.429,988.055,947.705,1002.273,1164.986,1448.084,1687.801,989.911,980.968,923.084,1026.718,1376.209,1559.255,979.34436,28.307657,1206.484,299.3789,1326.3593,380.0163,1231.6249,367.0008,1122.2763938924265,1026.6596426297365,984.013356103273,8,3,0,0,0,0,207705600,-0.8660254,0.8660254,-4.8985874e-16,-0.8660254,0.8660254,-9.797175e-16,-0.5,-0.5,1.0,-0.5,-0.5,1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
1976-09-01,906.46,981.429,988.055,947.705,1002.273,1164.986,1448.084,910.485,989.911,980.968,923.084,1026.718,1376.209,972.39636,21.638449,1088.7554,191.8135,1316.5315,388.5268,1230.918,367.51645,1080.0221757246986,1004.0443213148683,981.9458712206546,9,3,0,0,0,0,210384000,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,8.5787174e-16,-1.0,-1.0,3.6739403e-16,1.0,-7.3478806e-16,-1.0,1.1021821e-15,-1.8369701e-16,-1.0,5.5109107e-16,1.0,-2.6948419e-15,-1.0,train
