,Algorithm,MAE,MSE,MASE,Forecast Bias,Time Elapsed
3,Exponential Smoothing,90.1987917551698,13799.28137389316,0.4257677382501461,-0.6760614158638528,0.6582167148590088
2,Seasonal Naive Forecast,104.87046590909094,23081.606121806835,0.49502282913666124,-0.39741931864280544,0.19566106796264648
6,ARIMA,122.157819773647,23002.627842051563,0.5766247820233539,-4.635007929103292,2.194687843322754
7,Auto ARIMA,122.56933240073592,22829.289326964867,0.5785672559422129,-4.481285272655052,84.19429779052734
4,Theta,123.84050808278829,22781.1019694066,0.5845676200771903,-1.553762740442513,0.26401853561401367
5,FFT,180.77446722062632,52573.342001227495,0.8533144906288591,-4.9631136673563,0.2645409107208252
0,Naive,327.7781363636363,216190.6154132045,1.5472197914380004,14.031882939757256,0.1999068260192871
1,Moving Average Forecast,349.65439735699687,162483.02490507747,1.6504828838061876,-5.693712661366683,0.21382784843444824
